date,world,name,has_estate
"document.getElementById('datetime-0.470080873828').innerHTML = ldst_strftime(1514784952, 'YMD');",Pandaemonium,Watage Farm,No Estate or Plot
"document.getElementById('datetime-0.792409091265441').innerHTML = ldst_strftime(1514780445, 'YMD');",Pandaemonium,soldier game,No Estate or Plot
"document.getElementById('datetime-0.215370671416618').innerHTML = ldst_strftime(1514779398, 'YMD');",Hades,The Dream Road,No Estate or Plot
"document.getElementById('datetime-0.309810336577463').innerHTML = ldst_strftime(1514777801, 'YMD');",Titan,Meia'Noite,No Estate or Plot
"document.getElementById('datetime-0.903075981696773').innerHTML = ldst_strftime(1514081739, 'YMD');",Ultima,Crimson,No Estate or Plot
"document.getElementById('datetime-0.234583230283814').innerHTML = ldst_strftime(1514044088, 'YMD');",Valefor,Knight just Mania,No Estate or Plot
"document.getElementById('datetime-0.145854745341857').innerHTML = ldst_strftime(1514044060, 'YMD');",Yojimbo,OhanaBatake,No Estate or Plot
"document.getElementById('datetime-0.633440045217075').innerHTML = ldst_strftime(1514039626, 'YMD');",Ultima,Domani Felice,No Estate or Plot
"document.getElementById('datetime-0.328675334741177').innerHTML = ldst_strftime(1514038368, 'YMD');",Zeromus,Loup,Estate Built
"document.getElementById('datetime-0.912444121859618').innerHTML = ldst_strftime(1516064960, 'YMD');",Goblin,So Say We All,No Estate or Plot
"document.getElementById('datetime-0.321712447441151').innerHTML = ldst_strftime(1516064785, 'YMD');",Cactuar,Sailor Boyz,No Estate or Plot
"document.getElementById('datetime-0.131524210456025').innerHTML = ldst_strftime(1516064704, 'YMD');",Midgardsormr,Paws & Claws,No Estate or Plot
"document.getElementById('datetime-0.407952180614174').innerHTML = ldst_strftime(1516062298, 'YMD');",Adamantoise,Eternum,No Estate or Plot
"document.getElementById('datetime-0.917031330349996').innerHTML = ldst_strftime(1516053597, 'YMD');",Faerie,Spellbound,No Estate or Plot
"document.getElementById('datetime-0.229414404105949').innerHTML = ldst_strftime(1515387501, 'YMD');",Diabolos,Knights of the Gil,No Estate or Plot
"document.getElementById('datetime-0.707312621366761').innerHTML = ldst_strftime(1515384316, 'YMD');",Lamia,Casttle Black,No Estate or Plot
"document.getElementById('datetime-0.0442710604520364').innerHTML = ldst_strftime(1515380795, 'YMD');",Exodus,Solice Knight,No Estate or Plot
"document.getElementById('datetime-0.601797346627578').innerHTML = ldst_strftime(1515379990, 'YMD');",Lamia,Cardinal Syndicate,No Estate or Plot
"document.getElementById('datetime-0.719914862853781').innerHTML = ldst_strftime(1515375154, 'YMD');",Diabolos,Swagger & Chocobo's,No Estate or Plot
"document.getElementById('datetime-0.898172301038965').innerHTML = ldst_strftime(1512329565, 'YMD');",Tonberry,MeridianOfSalvation,No Estate or Plot
"document.getElementById('datetime-0.608303252466477').innerHTML = ldst_strftime(1512316571, 'YMD');",Kujata,.Hunny Drop.,No Estate or Plot
"document.getElementById('datetime-0.340818830253614').innerHTML = ldst_strftime(1512310928, 'YMD');",Carbuncle,WaztzforDebby,No Estate or Plot
"document.getElementById('datetime-0.949207853242243').innerHTML = ldst_strftime(1512307579, 'YMD');",Aegis,Spicy Aroma,Estate Built
"document.getElementById('datetime-0.395295924278848').innerHTML = ldst_strftime(1516018298, 'YMD');",Cerberus,PWLnYZeEuED,No Estate or Plot
"document.getElementById('datetime-0.472861763958466').innerHTML = ldst_strftime(1516015957, 'YMD');",Odin,TcWXxcQYDEYq,No Estate or Plot
"document.getElementById('datetime-0.235859853569735').innerHTML = ldst_strftime(1516014104, 'YMD');",Louisoix,DgiQy,No Estate or Plot
"document.getElementById('datetime-0.638567020101743').innerHTML = ldst_strftime(1516013728, 'YMD');",Ragnarok,lcAZXVVgaWDQIXanIst,No Estate or Plot
"document.getElementById('datetime-0.430447211566339').innerHTML = ldst_strftime(1516013400, 'YMD');",Ragnarok,GRxuhFEIO,No Estate or Plot
"document.getElementById('datetime-0.294169613000864').innerHTML = ldst_strftime(1514775228, 'YMD');",Asura,Niraikanai,No Estate or Plot
"document.getElementById('datetime-0.117870290107959').innerHTML = ldst_strftime(1514767083, 'YMD');",Asura,takayamamari-xiv,No Estate or Plot
"document.getElementById('datetime-0.741099428900679').innerHTML = ldst_strftime(1514765865, 'YMD');",Pandaemonium,LUCIR,No Estate or Plot
"document.getElementById('datetime-0.674186427263528').innerHTML = ldst_strftime(1514756748, 'YMD');",Belias,khrukar,No Estate or Plot
"document.getElementById('datetime-0.595375002996565').innerHTML = ldst_strftime(1514743348, 'YMD');",Ixion,Schwarzer Schwan,No Estate or Plot
"document.getElementById('datetime-0.141984342805287').innerHTML = ldst_strftime(1514739300, 'YMD');",Masamune,ZENON,No Estate or Plot
"document.getElementById('datetime-0.386602572752292').innerHTML = ldst_strftime(1514037884, 'YMD');",Bahamut,SUKIYAKI UDON,No Estate or Plot
"document.getElementById('datetime-0.0140376232880683').innerHTML = ldst_strftime(1514037270, 'YMD');",Tiamat,Ally's Garden,No Estate or Plot
"document.getElementById('datetime-0.431684957625482').innerHTML = ldst_strftime(1514032063, 'YMD');",Valefor,Passion Health,Estate Built
"document.getElementById('datetime-0.940738992734268').innerHTML = ldst_strftime(1514030827, 'YMD');",Ifrit,yuki_,No Estate or Plot
"document.getElementById('datetime-0.653833974576592').innerHTML = ldst_strftime(1516052027, 'YMD');",Siren,Til The End Of Time,No Estate or Plot
"document.getElementById('datetime-0.618998751373315').innerHTML = ldst_strftime(1516049350, 'YMD');",Cactuar,Six Demon Bag,No Estate or Plot
"document.getElementById('datetime-0.621111016866621').innerHTML = ldst_strftime(1516045619, 'YMD');",Siren,Beacon Academy,No Estate or Plot
"document.getElementById('datetime-0.0820138464079427').innerHTML = ldst_strftime(1516045058, 'YMD');",Coeurl,Miqo'te are kawaii,No Estate or Plot
"document.getElementById('datetime-0.0398716866114697').innerHTML = ldst_strftime(1516040869, 'YMD');",Balmung,Alex's Alts,No Estate or Plot
"document.getElementById('datetime-0.278310009973318').innerHTML = ldst_strftime(1515374422, 'YMD');",Behemoth,Lunatic Pandora,No Estate or Plot
"document.getElementById('datetime-0.616514072823353').innerHTML = ldst_strftime(1515373431, 'YMD');",Brynhildr,White Rose Emissary,No Estate or Plot
"document.getElementById('datetime-0.719190136641402').innerHTML = ldst_strftime(1515364333, 'YMD');",Leviathan,Null of Eorzea,Estate Built
"document.getElementById('datetime-0.467040483274513').innerHTML = ldst_strftime(1515361790, 'YMD');",Diabolos,Aim4Death,No Estate or Plot
"document.getElementById('datetime-0.116084580001377').innerHTML = ldst_strftime(1515360998, 'YMD');",Famfrit,Unmend,No Estate or Plot
"document.getElementById('datetime-0.985801251044069').innerHTML = ldst_strftime(1516012998, 'YMD');",Phoenix,Ocpqs,No Estate or Plot
"document.getElementById('datetime-0.334607361395669').innerHTML = ldst_strftime(1516012771, 'YMD');",Cerberus,Order of Gunblade,No Estate or Plot
"document.getElementById('datetime-0.512689992713003').innerHTML = ldst_strftime(1516012724, 'YMD');",Shiva,YDGFjaFMEx,No Estate or Plot
"document.getElementById('datetime-0.465808525738872').innerHTML = ldst_strftime(1516012490, 'YMD');",Odin,glLlXQr,No Estate or Plot
"document.getElementById('datetime-0.225078720745305').innerHTML = ldst_strftime(1516011004, 'YMD');",Omega,VZotUAZ,No Estate or Plot
"document.getElementById('datetime-0.553705875550488').innerHTML = ldst_strftime(1514733922, 'YMD');",Ixion,SFC,No Estate or Plot
"document.getElementById('datetime-0.283914466646955').innerHTML = ldst_strftime(1514731836, 'YMD');",Pandaemonium,several nights,No Estate or Plot
"document.getElementById('datetime-0.149273428862418').innerHTML = ldst_strftime(1514731289, 'YMD');",Hades,Engawa_biyori,No Estate or Plot
"document.getElementById('datetime-0.127015974356539').innerHTML = ldst_strftime(1514723156, 'YMD');",Masamune,one day,No Estate or Plot
"document.getElementById('datetime-0.324258298693263').innerHTML = ldst_strftime(1514719476, 'YMD');",Hades,courtyard,No Estate or Plot
"document.getElementById('datetime-0.769922525508687').innerHTML = ldst_strftime(1514022658, 'YMD');",Ultima,dreamy-sheep,No Estate or Plot
"document.getElementById('datetime-0.235513199095031').innerHTML = ldst_strftime(1514015643, 'YMD');",Valefor,Rock Garden,Estate Built
"document.getElementById('datetime-0.366503350779144').innerHTML = ldst_strftime(1514013655, 'YMD');",Fenrir,LanzaEspada,No Estate or Plot
"document.getElementById('datetime-0.154668068375372').innerHTML = ldst_strftime(1513964449, 'YMD');",Valefor,Overtime Braver,Estate Built
"document.getElementById('datetime-0.11299274808054').innerHTML = ldst_strftime(1513956132, 'YMD');",Zeromus,AfternoonTea,No Estate or Plot
"document.getElementById('datetime-0.168600759343555').innerHTML = ldst_strftime(1513952847, 'YMD');",Valefor,Rose Air Ship Works,No Estate or Plot
"document.getElementById('datetime-0.180973888525035').innerHTML = ldst_strftime(1513952805, 'YMD');",Zeromus,Great Cauldron,No Estate or Plot
"document.getElementById('datetime-0.916943038444845').innerHTML = ldst_strftime(1516032914, 'YMD');",Mateus,Cutie Consortium,No Estate or Plot
"document.getElementById('datetime-0.748813128760631').innerHTML = ldst_strftime(1516032535, 'YMD');",Coeurl,Garlean Decurion,No Estate or Plot
"document.getElementById('datetime-0.487454286580824').innerHTML = ldst_strftime(1516031497, 'YMD');",Coeurl,The Guild,Estate Built
"document.getElementById('datetime-0.980032040611963').innerHTML = ldst_strftime(1515359116, 'YMD');",Brynhildr,Oushiza,Estate Built
"document.getElementById('datetime-0.612092456067828').innerHTML = ldst_strftime(1515351550, 'YMD');",Diabolos,Red Wings,No Estate or Plot
"document.getElementById('datetime-0.0708161620892973').innerHTML = ldst_strftime(1515347339, 'YMD');",Brynhildr,Reckless Devils,No Estate or Plot
"document.getElementById('datetime-0.354142859260492').innerHTML = ldst_strftime(1516010825, 'YMD');",Louisoix,wYlKJHv,No Estate or Plot
"document.getElementById('datetime-0.144949489225649').innerHTML = ldst_strftime(1516010730, 'YMD');",Cerberus,rTZFddB,No Estate or Plot
"document.getElementById('datetime-0.642963124940685').innerHTML = ldst_strftime(1516010458, 'YMD');",Lich,TkdCrVD,No Estate or Plot
"document.getElementById('datetime-0.553446274813712').innerHTML = ldst_strftime(1516010287, 'YMD');",Shiva,QNsaODGoTgi,No Estate or Plot
"document.getElementById('datetime-0.649333615521542').innerHTML = ldst_strftime(1516010024, 'YMD');",Louisoix,DQUAezk,No Estate or Plot
"document.getElementById('datetime-0.840500676485625').innerHTML = ldst_strftime(1514717080, 'YMD');",Chocobo,CRN,No Estate or Plot
"document.getElementById('datetime-0.758543671828921').innerHTML = ldst_strftime(1514715459, 'YMD');",Shinryu,Ex aequo,No Estate or Plot
"document.getElementById('datetime-0.0146203272309577').innerHTML = ldst_strftime(1514708285, 'YMD');",Hades,Pancake Tower,No Estate or Plot
"document.getElementById('datetime-0.36369811852256').innerHTML = ldst_strftime(1514698652, 'YMD');",Pandaemonium,Zephyr,No Estate or Plot
"document.getElementById('datetime-0.340030047374221').innerHTML = ldst_strftime(1514698478, 'YMD');",Pandaemonium,center of the cosmos,No Estate or Plot
"document.getElementById('datetime-0.433930594114489').innerHTML = ldst_strftime(1514697948, 'YMD');",Hades,Ranka,No Estate or Plot
"document.getElementById('datetime-0.644619050984502').innerHTML = ldst_strftime(1513951729, 'YMD');",Fenrir,Ramesseum Tentyris,No Estate or Plot
"document.getElementById('datetime-0.641953552317883').innerHTML = ldst_strftime(1513951227, 'YMD');",Alexander,SeeD's of Happiness,No Estate or Plot
"document.getElementById('datetime-0.872251995674326').innerHTML = ldst_strftime(1513950386, 'YMD');",Ultima,VIRGO,No Estate or Plot
"document.getElementById('datetime-0.339618166332858').innerHTML = ldst_strftime(1513940322, 'YMD');",Yojimbo,moimoi,No Estate or Plot
"document.getElementById('datetime-0.0652711756420032').innerHTML = ldst_strftime(1516025803, 'YMD');",Coeurl,Use Your Brain,No Estate or Plot
"document.getElementById('datetime-0.362742560537473').innerHTML = ldst_strftime(1516025099, 'YMD');",Mateus,FySJlKPpYkW,No Estate or Plot
"document.getElementById('datetime-0.558943227627339').innerHTML = ldst_strftime(1516023054, 'YMD');",Mateus,nxgdWty,No Estate or Plot
"document.getElementById('datetime-0.68120019539931').innerHTML = ldst_strftime(1516018531, 'YMD');",Mateus,wSFpnUv,No Estate or Plot
"document.getElementById('datetime-0.235218253888782').innerHTML = ldst_strftime(1516016372, 'YMD');",Sargatanas,UHeMpXhrSv,No Estate or Plot
"document.getElementById('datetime-0.453893149659503').innerHTML = ldst_strftime(1516009905, 'YMD');",Ragnarok,iywhiqw,No Estate or Plot
"document.getElementById('datetime-0.248877897787786').innerHTML = ldst_strftime(1516009793, 'YMD');",Omega,GutOuEuYFA,No Estate or Plot
"document.getElementById('datetime-0.78396289371705').innerHTML = ldst_strftime(1516009640, 'YMD');",Cerberus,hYMUSzW,No Estate or Plot
"document.getElementById('datetime-0.243573642407313').innerHTML = ldst_strftime(1514697433, 'YMD');",Titan,Littele Rookies,No Estate or Plot
"document.getElementById('datetime-0.0141067677238986').innerHTML = ldst_strftime(1514683610, 'YMD');",Asura,Enchanted of fairy,Estate Built
"document.getElementById('datetime-0.737540683726429').innerHTML = ldst_strftime(1514677265, 'YMD');",Chocobo,Monster Energy,No Estate or Plot
"document.getElementById('datetime-0.0404012161986493').innerHTML = ldst_strftime(1514653321, 'YMD');",Hades,snack Mola mola,No Estate or Plot
"document.getElementById('datetime-0.550747562893463').innerHTML = ldst_strftime(1513902427, 'YMD');",Valefor,EO.Pursuit,No Estate or Plot
"document.getElementById('datetime-0.880579704340175').innerHTML = ldst_strftime(1513901495, 'YMD');",Ridill,Family Ties,No Estate or Plot
"document.getElementById('datetime-0.197771162090824').innerHTML = ldst_strftime(1513873638, 'YMD');",Ridill,This Game,No Estate or Plot
"document.getElementById('datetime-0.673554774884924').innerHTML = ldst_strftime(1513871168, 'YMD');",Valefor,Pet Food,No Estate or Plot
"document.getElementById('datetime-0.559911946717122').innerHTML = ldst_strftime(1513867655, 'YMD');",Alexander,SQUARE ENIX,No Estate or Plot
"document.getElementById('datetime-0.330142249207046').innerHTML = ldst_strftime(1516015779, 'YMD');",Gilgamesh,ZjuMboFIyi,No Estate or Plot
"document.getElementById('datetime-0.568686754239963').innerHTML = ldst_strftime(1516009498, 'YMD');",Ragnarok,JvcVisk,No Estate or Plot
"document.getElementById('datetime-0.0312470724461029').innerHTML = ldst_strftime(1516008784, 'YMD');",Shiva,xlRkQqq,No Estate or Plot
"document.getElementById('datetime-0.416023269473051').innerHTML = ldst_strftime(1516008769, 'YMD');",Phoenix,otDbxcJoZAxq,No Estate or Plot
"document.getElementById('datetime-0.999180592323587').innerHTML = ldst_strftime(1516008516, 'YMD');",Odin,uElVHrv,No Estate or Plot
"document.getElementById('datetime-0.170383400275156').innerHTML = ldst_strftime(1516008038, 'YMD');",Zodiark,TFTDUSr,No Estate or Plot
"document.getElementById('datetime-0.578887011955075').innerHTML = ldst_strftime(1514647472, 'YMD');",Anima,HTTP500,No Estate or Plot
"document.getElementById('datetime-0.246448499526164').innerHTML = ldst_strftime(1514645864, 'YMD');",Titan,Pret2,No Estate or Plot
"document.getElementById('datetime-0.0410338076173602').innerHTML = ldst_strftime(1514639802, 'YMD');",Belias,erase,No Estate or Plot
"document.getElementById('datetime-0.420400048822589').innerHTML = ldst_strftime(1514637630, 'YMD');",Anima,HotHeim,No Estate or Plot
"document.getElementById('datetime-0.452656766542329').innerHTML = ldst_strftime(1513867271, 'YMD');",Yojimbo,Frammenti di Piacere,Estate Built
"document.getElementById('datetime-0.744734527902231').innerHTML = ldst_strftime(1513860321, 'YMD');",Durandal,BraveHeat,No Estate or Plot
"document.getElementById('datetime-0.727122621139959').innerHTML = ldst_strftime(1513806154, 'YMD');",Bahamut,Cat Claws,No Estate or Plot
"document.getElementById('datetime-0.921249733202728').innerHTML = ldst_strftime(1513787373, 'YMD');",Zeromus,Evolution,Estate Built
"document.getElementById('datetime-0.763700994066198').innerHTML = ldst_strftime(1514635696, 'YMD');",Titan,RealZea,No Estate or Plot
"document.getElementById('datetime-0.696577044176973').innerHTML = ldst_strftime(1514629493, 'YMD');",Belias,Shatterd Sky,No Estate or Plot
"document.getElementById('datetime-0.268678607665816').innerHTML = ldst_strftime(1513786759, 'YMD');",Fenrir,Kimuchinabe,No Estate or Plot
"document.getElementById('datetime-0.846886571145809').innerHTML = ldst_strftime(1513781511, 'YMD');",Ridill,Pilgrim,No Estate or Plot
"document.getElementById('datetime-0.0391671428114257').innerHTML = ldst_strftime(1513776474, 'YMD');",Ultima,OmG,No Estate or Plot
"document.getElementById('datetime-0.431973988809485').innerHTML = ldst_strftime(1512306620, 'YMD');",Typhon,Lala Co.,No Estate or Plot
"document.getElementById('datetime-0.474400544504697').innerHTML = ldst_strftime(1512306553, 'YMD');",Unicorn,Parfait,Estate Built
"document.getElementById('datetime-0.858407059038317').innerHTML = ldst_strftime(1512305509, 'YMD');",Carbuncle,Fescircle,No Estate or Plot
"document.getElementById('datetime-0.325710686898304').innerHTML = ldst_strftime(1512302560, 'YMD');",Kujata,White-Phalaenopsis,No Estate or Plot
"document.getElementById('datetime-0.880816255423053').innerHTML = ldst_strftime(1512297996, 'YMD');",Garuda,potato salad,No Estate or Plot
"document.getElementById('datetime-0.024005325827666').innerHTML = ldst_strftime(1512297282, 'YMD');",Tonberry,Blood Moon,Estate Built
"document.getElementById('datetime-0.24087702025982').innerHTML = ldst_strftime(1512294603, 'YMD');",Kujata,Faerie Court,Estate Built
"document.getElementById('datetime-0.664619378132656').innerHTML = ldst_strftime(1512292883, 'YMD');",Carbuncle,ete,No Estate or Plot
"document.getElementById('datetime-0.991210020665644').innerHTML = ldst_strftime(1512291066, 'YMD');",Garuda,Tabetai,No Estate or Plot
"document.getElementById('datetime-0.651798078463081').innerHTML = ldst_strftime(1512284370, 'YMD');",Atomos,Deviljho,No Estate or Plot
"document.getElementById('datetime-0.731809375650332').innerHTML = ldst_strftime(1512230678, 'YMD');",Tonberry,My Boo,No Estate or Plot
"document.getElementById('datetime-0.582889032652815').innerHTML = ldst_strftime(1512227574, 'YMD');",Typhon,Roflmao,No Estate or Plot
"document.getElementById('datetime-0.613814189403836').innerHTML = ldst_strftime(1512225960, 'YMD');",Unicorn,Rainbow Six Siege,No Estate or Plot
"document.getElementById('datetime-0.708970612135637').innerHTML = ldst_strftime(1512218906, 'YMD');",Ramuh,Barbed-Wire,No Estate or Plot
"document.getElementById('datetime-0.976765367587735').innerHTML = ldst_strftime(1512215595, 'YMD');",Unicorn,Biscotti & Latte,Estate Built
"document.getElementById('datetime-0.177919068239035').innerHTML = ldst_strftime(1512215052, 'YMD');",Ramuh,MineRollCake,Estate Built
"document.getElementById('datetime-0.649434608356497').innerHTML = ldst_strftime(1512206958, 'YMD');",Carbuncle,Darjeeling,No Estate or Plot
"document.getElementById('datetime-0.0835977150265919').innerHTML = ldst_strftime(1512203242, 'YMD');",Atomos,Melon Soda,Estate Built
"document.getElementById('datetime-0.076260766990746').innerHTML = ldst_strftime(1512196918, 'YMD');",Carbuncle,Calm Sea Workshop,No Estate or Plot
"document.getElementById('datetime-0.308386137842859').innerHTML = ldst_strftime(1512192437, 'YMD');",Carbuncle,Tathlum,Estate Built
"document.getElementById('datetime-0.0424173652646225').innerHTML = ldst_strftime(1512188984, 'YMD');",Carbuncle,Where's WALLY?,No Estate or Plot
"document.getElementById('datetime-0.559748992747821').innerHTML = ldst_strftime(1512138971, 'YMD');",Atomos,akanesFC,No Estate or Plot
"document.getElementById('datetime-0.773830035938335').innerHTML = ldst_strftime(1512134246, 'YMD');",Garuda,ALL Avengers Academy,No Estate or Plot
"document.getElementById('datetime-0.273779370453369').innerHTML = ldst_strftime(1512132805, 'YMD');",Typhon,Spirit Bomb,No Estate or Plot
"document.getElementById('datetime-0.438439044624172').innerHTML = ldst_strftime(1512117187, 'YMD');",Tonberry,Orientem Solem,Estate Built
"document.getElementById('datetime-0.659765151881651').innerHTML = ldst_strftime(1512112828, 'YMD');",Carbuncle,Amazing Grace,No Estate or Plot
"document.getElementById('datetime-0.480729730673236').innerHTML = ldst_strftime(1512110879, 'YMD');",Unicorn,libre clan,No Estate or Plot
"document.getElementById('datetime-0.970930379748495').innerHTML = ldst_strftime(1512101003, 'YMD');",Carbuncle,".,:'LuNa':,.",No Estate or Plot
"document.getElementById('datetime-0.454622607050378').innerHTML = ldst_strftime(1512100815, 'YMD');",Kujata,future,Estate Built
"document.getElementById('datetime-0.271340430738441').innerHTML = ldst_strftime(1512098550, 'YMD');",Tonberry,Tomb Raiders,No Estate or Plot
"document.getElementById('datetime-0.867178882492613').innerHTML = ldst_strftime(1512074219, 'YMD');",Garuda,CureCuraCuragaCuraja,No Estate or Plot
"document.getElementById('datetime-0.902675608051553').innerHTML = ldst_strftime(1512060689, 'YMD');",Carbuncle,Heart A La Mode,No Estate or Plot
"document.getElementById('datetime-0.239449337906475').innerHTML = ldst_strftime(1512054574, 'YMD');",Garuda,TurtGTTw,No Estate or Plot
"document.getElementById('datetime-0.301028618509285').innerHTML = ldst_strftime(1512054278, 'YMD');",Atomos,NadekoCompany,No Estate or Plot
"document.getElementById('datetime-0.978873968296515').innerHTML = ldst_strftime(1512049391, 'YMD');",Typhon,Alcohol free,Estate Built
"document.getElementById('datetime-0.449131743279139').innerHTML = ldst_strftime(1512042114, 'YMD');",Typhon,greentea frapp,No Estate or Plot
"document.getElementById('datetime-0.858202233925464').innerHTML = ldst_strftime(1512035661, 'YMD');",Carbuncle,SOLO,No Estate or Plot
"document.getElementById('datetime-0.785338596422839').innerHTML = ldst_strftime(1512013002, 'YMD');",Atomos,KUROMATERIA,No Estate or Plot
"document.getElementById('datetime-0.113536132613564').innerHTML = ldst_strftime(1511960634, 'YMD');",Unicorn,Tonberry Corn,No Estate or Plot
"document.getElementById('datetime-0.958797276888831').innerHTML = ldst_strftime(1511950041, 'YMD');",Tonberry,Stellar CRafT shop,No Estate or Plot
"document.getElementById('datetime-0.633109576680535').innerHTML = ldst_strftime(1511933941, 'YMD');",Tonberry,Mandragora-Garden,No Estate or Plot
"document.getElementById('datetime-0.932245643353177').innerHTML = ldst_strftime(1511876859, 'YMD');",Garuda,HeavySmash!,Estate Built
"document.getElementById('datetime-0.192206361253429').innerHTML = ldst_strftime(1511874593, 'YMD');",Carbuncle,Rozerem,No Estate or Plot
"document.getElementById('datetime-0.24141632381361').innerHTML = ldst_strftime(1511873968, 'YMD');",Ramuh,SYO-CHA,Estate Built
"document.getElementById('datetime-0.95552959141791').innerHTML = ldst_strftime(1511864672, 'YMD');",Gungnir,LALALA,No Estate or Plot
"document.getElementById('datetime-0.452880936069711').innerHTML = ldst_strftime(1511810743, 'YMD');",Kujata,Killing Time,No Estate or Plot
"document.getElementById('datetime-0.838783145846936').innerHTML = ldst_strftime(1511805384, 'YMD');",Typhon,RJZaJAp,No Estate or Plot
"document.getElementById('datetime-0.72948116350473').innerHTML = ldst_strftime(1511799287, 'YMD');",Garuda,Red spider lily,No Estate or Plot
"document.getElementById('datetime-0.0331233214553741').innerHTML = ldst_strftime(1511798795, 'YMD');",Tonberry,Glass Heart,No Estate or Plot
"document.getElementById('datetime-0.909162803470615').innerHTML = ldst_strftime(1511798123, 'YMD');",Garuda,LEMON of Apricot,No Estate or Plot
"document.getElementById('datetime-0.109249465724059').innerHTML = ldst_strftime(1515345253, 'YMD');",Lamia,Free To Act,No Estate or Plot
"document.getElementById('datetime-0.215721953119193').innerHTML = ldst_strftime(1515337045, 'YMD');",Behemoth,Promise Land,No Estate or Plot
"document.getElementById('datetime-0.688023213311784').innerHTML = ldst_strftime(1515336340, 'YMD');",Diabolos,Kharagas,No Estate or Plot
"document.getElementById('datetime-0.322219374802799').innerHTML = ldst_strftime(1515330461, 'YMD');",Behemoth,Sons of Dads,No Estate or Plot
"document.getElementById('datetime-0.848388926508616').innerHTML = ldst_strftime(1515314006, 'YMD');",Hyperion,Stolen Kingdom,Estate Built
"document.getElementById('datetime-0.161514766966995').innerHTML = ldst_strftime(1515312598, 'YMD');",Malboro,Gilded Chocobo,No Estate or Plot
"document.getElementById('datetime-0.839616117781564').innerHTML = ldst_strftime(1514616885, 'YMD');",Titan,Critical Smith,No Estate or Plot
"document.getElementById('datetime-0.411454862492068').innerHTML = ldst_strftime(1513775585, 'YMD');",Ifrit,Low-Cost Energy,No Estate or Plot
"document.getElementById('datetime-0.249429035147788').innerHTML = ldst_strftime(1515310019, 'YMD');",Lamia,Velocifire,No Estate or Plot
"document.getElementById('datetime-0.361488151241844').innerHTML = ldst_strftime(1515307979, 'YMD');",Famfrit,Tuggler's R Us,No Estate or Plot
"document.getElementById('datetime-0.697048712460468').innerHTML = ldst_strftime(1515307498, 'YMD');",Leviathan,Moonlit Elegance,Estate Built
"document.getElementById('datetime-0.159262978323234').innerHTML = ldst_strftime(1515304664, 'YMD');",Hyperion,ArsArcanumTS,No Estate or Plot
"document.getElementById('datetime-0.955598942932756').innerHTML = ldst_strftime(1515299009, 'YMD');",Leviathan,DarknyssCrusaders,No Estate or Plot
"document.getElementById('datetime-0.236209887364723').innerHTML = ldst_strftime(1515297351, 'YMD');",Famfrit,Ebony memento mori,Estate Built
"document.getElementById('datetime-0.0266796345677562').innerHTML = ldst_strftime(1514611171, 'YMD');",Asura,.hack G.U.,No Estate or Plot
"document.getElementById('datetime-0.166645381038375').innerHTML = ldst_strftime(1514596758, 'YMD');",Pandaemonium,BrighT,Estate Built
"document.getElementById('datetime-0.0944794840154728').innerHTML = ldst_strftime(1514570052, 'YMD');",Titan,Alkane Letia,No Estate or Plot
"document.getElementById('datetime-0.577883796144807').innerHTML = ldst_strftime(1514566045, 'YMD');",Mandragora,iimachikobe,No Estate or Plot
"document.getElementById('datetime-0.982520846575497').innerHTML = ldst_strftime(1514565463, 'YMD');",Titan,Wake Vortex,No Estate or Plot
"document.getElementById('datetime-0.91994114520773').innerHTML = ldst_strftime(1513774250, 'YMD');",Ultima,Ria Company,No Estate or Plot
"document.getElementById('datetime-0.70785594759958').innerHTML = ldst_strftime(1513773773, 'YMD');",Ultima,Kamome,No Estate or Plot
"document.getElementById('datetime-0.800386240786743').innerHTML = ldst_strftime(1513773547, 'YMD');",Yojimbo,Fabulous,Estate Built
"document.getElementById('datetime-0.926552004947627').innerHTML = ldst_strftime(1513772583, 'YMD');",Ridill,PetitFamily,Estate Built
"document.getElementById('datetime-0.858129450081819').innerHTML = ldst_strftime(1513772129, 'YMD');",Zeromus,Stray cat Concerto,Estate Built
"document.getElementById('datetime-0.161109973331204').innerHTML = ldst_strftime(1513766669, 'YMD');",Zeromus,taishin,No Estate or Plot
"document.getElementById('datetime-0.146875310427074').innerHTML = ldst_strftime(1515297285, 'YMD');",Famfrit,Popotos,No Estate or Plot
"document.getElementById('datetime-0.198216950071377').innerHTML = ldst_strftime(1515295784, 'YMD');",Ultros,House of Glam,No Estate or Plot
"document.getElementById('datetime-0.770548009653201').innerHTML = ldst_strftime(1515294062, 'YMD');",Excalibur,Thot Patrol,No Estate or Plot
"document.getElementById('datetime-0.841043989389561').innerHTML = ldst_strftime(1515291688, 'YMD');",Leviathan,Nyan Clan,No Estate or Plot
"document.getElementById('datetime-0.428157553195188').innerHTML = ldst_strftime(1515284489, 'YMD');",Exodus,Sunlight warriors,No Estate or Plot
"document.getElementById('datetime-0.755183723329537').innerHTML = ldst_strftime(1516015620, 'YMD');",Jenova,KVWfnqOYfFm,No Estate or Plot
"document.getElementById('datetime-0.437740877877211').innerHTML = ldst_strftime(1516007830, 'YMD');",Cerberus,mCQXZfN,No Estate or Plot
"document.getElementById('datetime-0.850652205545483').innerHTML = ldst_strftime(1514562987, 'YMD');",Titan,903 studios,No Estate or Plot
